booth_number,company_name,show_type,product_name,company_url,country,country_code,country_code_lower,flag_url
1F-44,"Xi'an Guokang Ruijin Pharmaceutical Co.,Ltd.",Ingredients,not provided,detail.php?exid=CF26138206&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
6F-11,"Xiamen Origin Biotech Co., Ltd.",Ingredients,not provided,detail.php?exid=CF25139014&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
3F-01,"Yakuji Nippo, LTD.",Ingredients,not provided,detail.php?exid=CF22115083&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
2G-27,YAMASA CORPORATION,Ingredients,not provided,detail.php?exid=C16157444&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
1E-48,"Yangling JITAI Pharmaceutical Co.,Ltd.",Ingredients,not provided,detail.php?exid=CF26126982&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
3F-26,"Yangtze River Pharmaceutical Group Sichuan Hairong Pharmaceutical Co., Ltd.",Bio Pharma,not provided,detail.php?exid=CF26199001&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
1A-05,"Yangzhou Chemical Co.,Ltd.",Outsourcing,not provided,detail.php?exid=C15159143&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
1B-07,"YANGZHOU HENGCHUAN CHEMICAL CO.,LTD.",Outsourcing,not provided,detail.php?exid=C14144429&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
2J-20,"Yantai Xianhua Technology Group Co., Ltd.",Ingredients,not provided,detail.php?exid=C14018813&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
3E-22,"YMC CO., LTD.",Bio Pharma,not provided,detail.php?exid=C19153926&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
3E-22,"YMC CO., LTD.",Bio Pharma,not provided,detail.php?exid=C19153926&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
3E-22,"YMC CO., LTD.",Bio Pharma,not provided,detail.php?exid=C19153926&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2F-48,Ypsomed,Formulation ＆ Packaging,not provided,detail.php?exid=CF25182734&sidSuffix=s20260203221243470&previous=,SWITZERLAND,CH,ch,https://flagcdn.com/w40/ch.png
2G-21,"YUKI GOSEI KOGYO CO., LTD.",Ingredients,not provided,detail.php?exid=C14016188&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2G-21,"YUKI GOSEI KOGYO CO., LTD.",Ingredients,not provided,detail.php?exid=C14016188&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2G-21,"YUKI GOSEI KOGYO CO., LTD.",Ingredients,not provided,detail.php?exid=C14016188&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2B-09,"Yung Shin Pharm. Ind. Co., Ltd.",Ingredients,not provided,detail.php?exid=C14017042&sidSuffix=s20260203221243470&previous=,TAIWAN,TW,tw,https://flagcdn.com/w40/tw.png
2B-09,"Yung Shin Pharm. Ind. Co., Ltd.",Ingredients,not provided,detail.php?exid=C14017042&sidSuffix=s20260203221243470&previous=,TAIWAN,TW,tw,https://flagcdn.com/w40/tw.png
2C-40,Yungjin Pharm.,Ingredients,not provided,detail.php?exid=CF26101698&sidSuffix=s20260203221243470&previous=,SOUTH KOREA,KR,kr,https://flagcdn.com/w40/kr.png
3A-31,Yurui (Shanghai) Chemical Co. Ltd,Ingredients,not provided,detail.php?exid=CF26155552&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
2J-42,zenius Ltd.,Formulation ＆ Packaging,not provided,detail.php?exid=C18170378&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2J-42,zenius Ltd.,Formulation ＆ Packaging,not provided,detail.php?exid=C18170378&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2J-42,zenius Ltd.,Formulation ＆ Packaging,not provided,detail.php?exid=C18170378&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
3E-03,ZEON Corporation,Bio Pharma,not provided,detail.php?exid=C18185246&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
2H-20,"Zhejiang Ausun Pharmaceutical Co., Ltd.",Ingredients,not provided,detail.php?exid=C15188290&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
1E-50,"ZHEJIANG BAMBOO PHARMACEUTICALS CO.,LTD",Ingredients,not provided,detail.php?exid=CF25129721&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
3B-23,"Zhejiang East-Asia  Pharmaceutical Co.,Ltd.",Ingredients,not provided,detail.php?exid=CF25152832&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
1J-41,"Zhejiang Eazy PharmChem Co.,Ltd.",Ingredients,not provided,detail.php?exid=C15127492&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
2E-41,"ZHEJIANG HAPPY CHEMICAL CO.,LTD.",Ingredients,not provided,detail.php?exid=CF24164023&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
2A-46,"Zhejiang Hengkang pharmaceutical Co., Ltd",Ingredients,not provided,detail.php?exid=CF23140558&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
2A-46,"Zhejiang Hengkang pharmaceutical Co., Ltd",Ingredients,not provided,detail.php?exid=CF23140558&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
3A-16,"ZHEJIANG HISOAR PHARMACEUTICAL CO.,LTD.",Ingredients,not provided,detail.php?exid=CF23150646&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
1E-25,"Zhejiang Hisun Pharmaceutical Co.,Ltd.",Outsourcing,not provided,detail.php?exid=CF23178190&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
3C-27,"ZHEJIANG HUAYI PHARMACEUTICAL CO.,LTD.",Ingredients,not provided,detail.php?exid=CF24126952&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
3B-21,"Zhejiang Jiangbei Pharmaceutical co.,Ltd.",Ingredients,not provided,detail.php?exid=CF23155526&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
3C-04,"Zhejiang Jiuzhou Pharmaceutical Co., Ltd.",Ingredients,not provided,detail.php?exid=CF24134346&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
3A-28,"Zhejiang Langhua Pharmaceutical Co., Ltd.",Ingredients,not provided,detail.php?exid=CF25171091&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
1C-12,"Zhejiang Lepu Pharmaceutical Co.,Ltd",Ingredients,not provided,detail.php?exid=C19134565&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
3C-05,"Zhejiang Peptites Biotech Co., Ltd.",Ingredients,not provided,detail.php?exid=C15135052&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
3C-05,"Zhejiang Peptites Biotech Co., Ltd.",Ingredients,not provided,detail.php?exid=C15135052&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
3B-33,"ZHEJIANG RETRON BIOTECH CO.,LTD.",Ingredients,not provided,detail.php?exid=CF26134348&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
1F-42,ZHEJIANG RUIBANG LABORATORIES,Ingredients,not provided,detail.php?exid=CF25188376&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
3C-32,"ZHEJIANG SHENZHOU PHARMACEUTICAL Co., Ltd.",Ingredients,not provided,detail.php?exid=CF24118233&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
1D-03,"Zhejiang Tianyu Pharmaceutical Co., Ltd.",Ingredients,not provided,detail.php?exid=C14018579&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
1D-04,"Zhengzhou Freshliance Electronics Corp., Ltd.,",Outsourcing,not provided,detail.php?exid=CF26182069&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
3A-34,"Zhontong Tech Co., Ltd.",Ingredients,not provided,detail.php?exid=CF25193231&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
2C-23,"Zhuhai Rundu Pharmaceutical Co., Ltd",Ingredients,not provided,detail.php?exid=C16105783&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
2J-36,"Zibo Qisu Environmental Protection Technology Co., Ltd.",Ingredients,not provided,detail.php?exid=CF25103647&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
2E-45,Zydus Lifesceiences Limited,Ingredients,not provided,detail.php?exid=CF23121289&sidSuffix=s20260203221243470&previous=,NA,IN,in,NA
2D-25,3xper Innoventure Limited,Outsourcing,not provided,detail.php?exid=CF24151393&sidSuffix=s20260203221243470&previous=,NA,IN,in,NA
